name,team,college,address,latitude,longitude
J.R. Sweezy,Arizona Cardinals,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Jacoby Brissett,Indianapolis Colts,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Jakobi Meyers,New England Patriots,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
James Smith-Williams,Washington,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Jaylen Samuels,Pittsburgh Steelers,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Joe Thuney,New England Patriots,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Josh Jones,jacksonville Jaguars,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Juston Burris,Carolina Panthers,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Kentavius Street,San Francisco 49ers,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Larrell Murchison,Tennessee Titans,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Mike Glennon,jacksonville Jaguars,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Nyheim Hines,Indianapolis Colts,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Philip Rivers,Indianapolis Colts,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Ryan Finley,Cincinnati Bengals,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Stephen Hauschka,jacksonville Jaguars,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Will Richardson Jr,jacksonville Jaguars,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
Billy Turner,Green Bay Packers,North Dakota State University-Main Campus,1301  12th Avenue North Fargo ND 58108,46.8903848,-46.8903848
Carson Wentz,Philadelphia Eagles,North Dakota State University-Main Campus,1301  12th Avenue North Fargo ND 58108,46.8903848,-46.8903848
Chris Board,Baltimore Ravens,North Dakota State University-Main Campus,1301  12th Avenue North Fargo ND 58108,46.8903848,-46.8903848
Darrius Shepherd,Green Bay Packers,North Dakota State University-Main Campus,1301  12th Avenue North Fargo ND 58108,46.8903848,-46.8903848
Derrek Tuszka,Denver Broncos,North Dakota State University-Main Campus,1301  12th Avenue North Fargo ND 58108,46.8903848,-46.8903848
Easton Stick,Los Angeles Chargers,North Dakota State University-Main Campus,1301  12th Avenue North Fargo ND 58108,46.8903848,-46.8903848
Joe Haeg,Tampa Bay Buccaneers,North Dakota State University-Main Campus,1301  12th Avenue North Fargo ND 58108,46.8903848,-46.8903848
Craig Robertson,New Orleans Saints,University of North Texas,1501 W.Chestnut Ave. Denton TX 76203,33.2112391,-33.2112391
Jalen Guyton,Los Angeles Chargers,University of North Texas,1501 W.Chestnut Ave. Denton TX 76203,33.2112391,-33.2112391
Jeff Wilson Jr,San Francisco 49ers,University of North Texas,1501 W.Chestnut Ave. Denton TX 76203,33.2112391,-33.2112391
Khalil Dorsey,Baltimore Ravens,Northern Arizona University,1900 S. Knoles Dr.  Babbitt Administrative Center  Room 200 Flagstaff AZ 86011,35.1804402,-35.1804402
Jacob Bobenmoyer,Denver Broncos,University of Northern Colorado,Carter Hall - Rm 4000 Greeley CO 80639,40.4109302,-40.4109302
Chad Beebe,Minnesota Vikings,Northern Illinois University,1425 W. Lincoln Hwy. Dekalb IL 60115,41.9339755,-41.9339755
Christian Blake,Atlanta Falcons,Northern Illinois University,1425 W. Lincoln Hwy. Dekalb IL 60115,41.9339755,-41.9339755
Jimmie Ward,San Francisco 49ers,Northern Illinois University,1425 W. Lincoln Hwy. Dekalb IL 60115,41.9339755,-41.9339755
Kenny Golladay,Detroit Lions,Northern Illinois University,1425 W. Lincoln Hwy. Dekalb IL 60115,41.9339755,-41.9339755
Max Scharping,Houston Texans,Northern Illinois University,1425 W. Lincoln Hwy. Dekalb IL 60115,41.9339755,-41.9339755
Daurice Fountain,Indianapolis Colts,University of Northern Iowa,1227 W 27th St Cedar Falls IA 50614,42.514711,-42.514711
David Johnson,Houston Texans,University of Northern Iowa,1227 W 27th St Cedar Falls IA 50614,42.514711,-42.514711
L.J. Fort,Baltimore Ravens,University of Northern Iowa,1227 W 27th St Cedar Falls IA 50614,42.514711,-42.514711
Anthony Walker,Indianapolis Colts,Northwest University,P.O. Box 579 Kirkland WA 98083,47.7933719,-47.7933719
Dean Lowry,Green Bay Packers,Northwest University,P.O. Box 579 Kirkland WA 98083,47.7933719,-47.7933719
Ibraheim Campbell,Indianapolis Colts,Northwest University,P.O. Box 579 Kirkland WA 98083,47.7933719,-47.7933719
Ifeadi Odenigbo,Minnesota Vikings,Northwest University,P.O. Box 579 Kirkland WA 98083,47.7933719,-47.7933719
Joe Jones,Denver Broncos,Northwest University,P.O. Box 579 Kirkland WA 98083,47.7933719,-47.7933719
Justin Jackson,Los Angeles Chargers,Northwest University,P.O. Box 579 Kirkland WA 98083,47.7933719,-47.7933719
Sherrick McManis,Chicago Bears,Northwest University,P.O. Box 579 Kirkland WA 98083,47.7933719,-47.7933719
Tyler Lancaster,Green Bay Packers,Northwest University,P.O. Box 579 Kirkland WA 98083,47.7933719,-47.7933719
Alohi Gilman,Los Angeles Chargers,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
C.J. Prosise,Houston Texans,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Chase Claypool,Pittsburgh Steelers,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Cole Kmet,Chicago Bears,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Durham Smythe,Miami Dolphins,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Golden Tate,New York Giants,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Harrison Smith,Minnesota Vikings,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Isaac Rochell,Los Angeles Chargers,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
J.J. Jansen,Carolina Panthers,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Jaylon Smith,Dallas Cowboys,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Jerry Tillery,Los Angeles Chargers,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Julian Love,New York Giants,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Julian Okwara,Detroit Lions,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Khalid Kareem,Cincinnati Bengals,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Kyle Rudolph,Minnesota Vikings,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Matthias Farley,New York Jets,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Mike McGlinchey,San Francisco 49ers,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Miles Boykin,Baltimore Ravens,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Nick Martin,Houston Texans,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Quenton Nelson,Indianapolis Colts,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Romeo Okwara,Detroit Lions,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Ronnie Stanley,Baltimore Ravens,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Sam Young,Las Vegas Raiders,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Stephon Tuitt,Pittsburgh Steelers,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Troy Pride Jr,Carolina Panthers,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Tyler Eifert,jacksonville Jaguars,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Will Fuller V,Houston Texans,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Zack Martin,Dallas Cowboys,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
T.J. Carrie,Indianapolis Colts,Ohio University-Main Campus,020 Chubb Hall Athens OH 45701,39.3267795,-39.3267795
Tarell Basham,New York Jets,Ohio University-Main Campus,020 Chubb Hall Athens OH 45701,39.3267795,-39.3267795
Andrew Norwell,jacksonville Jaguars,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Billy Price,Cincinnati Bengals,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Bradley Roby,Houston Texans,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Cameron Heyward,Pittsburgh Steelers,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Cameron Johnston,Philadelphia Eagles,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Carlos Hyde,Seattle Seahawks,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Chase Young,Washington,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Corey Linsley,Green Bay Packers,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Curtis Samuel,Carolina Panthers,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
DaVon Hamilton,jacksonville Jaguars,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Denzel Ward,Cleveland Browns,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Dwayne Haskins Jr,Washington,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Eli Apple,Carolina Panthers,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Ezekiel Elliott,Dallas Cowboys,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
J.K. Dobbins,Baltimore Ravens,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Jake McQuaide,Los Angeles Rams,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Jalyn Holmes,Minnesota Vikings,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Jamarco Jones,Seattle Seahawks,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Jeff Okudah,Detroit Lions,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Jerome Baker,Miami Dolphins,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Joey Bosa,Los Angeles Chargers,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
John Simon,New England Patriots,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Johnathan Hankins,Las Vegas Raiders,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Jonah Jackson,Detroit Lions,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Jordan Fuller,Los Angeles Rams,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Kendall Sheffield,Atlanta Falcons,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
KJ Hill Jr,Los Angeles Chargers,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Malcolm Jenkins,New Orleans Saints,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Malik Harrison,Baltimore Ravens,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Marcus Baugh,Washington,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Marshon Lattimore,New Orleans Saints,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Michael Jordan,Cincinnati Bengals,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Michael Thomas,New Orleans Saints,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Nate Ebner,New York Giants,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Nick Vannett,Denver Broncos,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Noah Brown,Dallas Cowboys,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Raekwon McMillan,Las Vegas Raiders,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Sam Hubbard,Cincinnati Bengals,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Taylor Decker,Detroit Lions,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Steve McLendon,New York Jets,Troy University,University Avenue Troy AL 36082,31.7984183,-31.7984183
Ted Ginn Jr,Chicago Bears,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Terry McLaurin,Washington,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Tyquan Lewis,Indianapolis Colts,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Vonn Bell,Cincinnati Bengals,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
Adrian Peterson,Detroit Lions,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Amani Bledsoe,Cincinnati Bengals,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Austin Seibert,Cincinnati Bengals,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Baker Mayfield,Cleveland Browns,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Ben Powers,Baltimore Ravens,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Blake Bell,Dallas Cowboys,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Bobby Evans,Los Angeles Rams,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
CeeDee Lamb,Dallas Cowboys,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Cody Ford,Buffalo Bills,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Daryl Williams,Buffalo Bills,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Dede Westbrook,jacksonville Jaguars,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Dru Samia,Minnesota Vikings,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Jalen Hurts,Philadelphia Eagles,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
James Winchester,Kansas City Chiefs,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Joe Mixon,Cincinnati Bengals,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Jordan Evans,Cincinnati Bengals,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Jordan Phillips,Arizona Cardinals,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Kenneth Murray Jr,Los Angeles Chargers,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Kenny Stills,Houston Texans,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Kyler Murray,Arizona Cardinals,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Lane Johnson,Philadelphia Eagles,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Mark Andrews,Baltimore Ravens,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Marquise Brown,Baltimore Ravens,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Neville Gallimore,Dallas Cowboys,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Ogbonnia Okoronkwo,Los Angeles Rams,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Orlando Brown Jr,Baltimore Ravens,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Parnell Motley,Tampa Bay Buccaneers,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Samaje Perine,Cincinnati Bengals,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Trent Williams,San Francisco 49ers,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Tress Way,Washington,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
Chris Carson,Seattle Seahawks,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
Dan Bailey,Minnesota Vikings,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
Emmanuel Ogbah,Miami Dolphins,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
James Washington,Pittsburgh Steelers,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
Justice Hill,Baltimore Ravens,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
Kevin Peterson,Arizona Cardinals,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
Mason Rudolph,Pittsburgh Steelers,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
Russell Okung,Carolina Panthers,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
Tre Flowers,Seattle Seahawks,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
Tyron Johnson,Los Angeles Chargers,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
Vincent Taylor,Cleveland Browns,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
Rashaad Coward,Chicago Bears,Old Dominion University,5115 Hampton Blvd Norfolk VA 23529,36.8839664,-36.8839664
Rick Lovato,Philadelphia Eagles,Old Dominion University,5115 Hampton Blvd Norfolk VA 23529,36.8839664,-36.8839664
Travis Fulgham,Philadelphia Eagles,Old Dominion University,5115 Hampton Blvd Norfolk VA 23529,36.8839664,-36.8839664
Zach Pascal,Indianapolis Colts,Old Dominion University,5115 Hampton Blvd Norfolk VA 23529,36.8839664,-36.8839664
A.J. Brown,Tennessee Titans,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
Bobby Massie,Chicago Bears,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
C.J. Moore,Detroit Lions,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
D.J. Jones,San Francisco 49ers,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
Dawson Knox,Buffalo Bills,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
DK Metcalf,Seattle Seahawks,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
Evan Engram,New York Giants,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
Greg Little,Carolina Panthers,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
Jordan Wilkins,Indianapolis Colts,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
Ken Webster,San Francisco 49ers,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
Laremy Tunsil,Houston Texans,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
Marquis Haynes,Carolina Panthers,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
Mike Hilton,Pittsburgh Steelers,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
Myles Hartsfield,Carolina Panthers,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
Arik Armstead,San Francisco 49ers,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
DeForest Buckner,Indianapolis Colts,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Dion Jordan,San Francisco 49ers,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Hroniss Grasu,San Francisco 49ers,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Johnny Mundt,Los Angeles Rams,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Justin Herbert,Los Angeles Chargers,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Justin Hollins,Los Angeles Rams,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Pharaoh Brown,Houston Texans,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Royce Freeman,Denver Broncos,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Shane Lemieux,New York Giants,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Terrance Mitchell,Cleveland Browns,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Troy Hill,Los Angeles Rams,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Tyrell Crosby,Detroit Lions,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Ugo Amadi,Seattle Seahawks,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
Artavis Pierce,Chicago Bears,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
Brandin Cooks,Houston Texans,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
Jake Luton,jacksonville Jaguars,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
Johnny Hekker,Los Angeles Rams,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
Jordan Poyer,Buffalo Bills,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
Josh Andrews,New York Jets,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
Mike Remmers,Kansas City Chiefs,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
Noah Togiai,Indianapolis Colts,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
Ryan Nall,Chicago Bears,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
Sean Mannion,Minnesota Vikings,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
Steven Nelson,Pittsburgh Steelers,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
A.Q. Shipley,Tampa Bay Buccaneers,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Adrian Amos,Green Bay Packers,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Allen Robinson II,Chicago Bears,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Amani Oruwariye,Detroit Lions,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Austin Johnson,New York Giants,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Cam Brown,New York Giants,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Carl Nassib,Las Vegas Raiders,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Chris Godwin,Tampa Bay Buccaneers,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Connor McGovern,Dallas Cowboys,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
DaeSean Hamilton,Denver Broncos,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Dan Chisena,Minnesota Vikings,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Donovan Smith,Tampa Bay Buccaneers,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Jack Crawford,Tennessee Titans,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Jason Cabinda,Detroit Lions,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Jesse James,Detroit Lions,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
John Reid,Houston Texans,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Kevin Givens,San Francisco 49ers,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
KJ Hamler,Denver Broncos,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Marcus Allen,Pittsburgh Steelers,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Mike Gesicki,Miami Dolphins,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Miles Sanders,Philadelphia Eagles,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Nick Scott,Los Angeles Rams,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Robbie Gould,San Francisco 49ers,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
Ryan Bates,Buffalo Bills,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
