Name,Address,Latitude,Longitude
Alabama A & M University,4900 Meridian Street Normal AL 35762,34.7927879,-86.5720616
University of Alabama in Huntsville,301 Sparkman Dr Huntsville AL 35899,34.7251471,-86.639783
Oakwood University,7000 Adventist Blvd NW Huntsville AL 35896,34.7529622,-86.6485379
Jefferson State Community College,2601 Carson Rd Birmingham AL 35215,33.6518095,-86.7080876
George C Wallace State Community College-Hanceville,801 Main St NW Hanceville AL 35077,34.0598451,-86.7695439
Samford University,800 Lakeshore Drive Birmingham AL 35229,33.4649218,-86.7913423
Belmont University,1900 Belmont Blvd Nashville TN 37212,36.1336191,-86.7939242
University of Alabama at Birmingham,Administration Bldg Suite 1070 Birmingham AL 35294,33.5058651,-86.7994508
Lipscomb University,One University Park Drive Nashville TN 37204,36.105632,-86.79999
Vanderbilt University,2101 West End Avenue Nashville TN 37240,36.1490297,-86.802263
Fisk University,1000 17th Ave North Nashville TN 37208,36.167017,-86.803365
Tennessee State University,3500 John A. Merritt Blvd Nashville TN 37209,36.1682397,-86.8259623
Birmingham Southern College,900 Arkadelphia Road Birmingham AL 35254,33.5148629,-86.8559116
DePauw University,313 S Locust St Greencastle IN 46135,39.6408691,-86.8603269
University of Montevallo,Station 6001 Montevallo AL 35115,33.10917,-86.8781
Lawson State Community College-Birmingham Campus,3060 Wilson Rd SW Birmingham AL 35221,33.4506233,-86.8891388
Miles College,5500 Myron Massey Blvd Fairfield AL 35064,33.4808313,-86.9082779
Purdue University-Main Campus,Hovde Hall of Administration West Lafayette IN 47907,40.4282112,-86.9143951
John C Calhoun State Community College,6250 U S Highway 31 N Tanner AL 35671,34.6493007,-86.9488842
George C Wallace State Community College-Selma,3000 Earl Goodwin Parkway Selma AL 36703,32.4466035,-87.012492
Martin Methodist College,433 West Madison Street Pulaski TN 38478,35.2002256,-87.036387
Valparaiso University,US Highway 30 and Sturdy Road Valparaiso IN 46383,41.4602103,-87.0366594
Bay de Noc Community College,2001 N Lincoln Road Escanaba MI 49829,45.7721711,-87.0855351
Columbia State Community College,1665 Hampshire Pike Columbia TN 38401,35.6163784,-87.0998008
Brescia University,717 Frederica St Owensboro KY 42301,37.768595,-87.1109759
Kentucky Wesleyan College,3000 Frederica Street Owensboro KY 42301,37.7435478,-87.1201839
Pensacola State College,1000 College Blvd Pensacola FL 32504,30.4783322,-87.1982074
The University of West Florida,11000 University Parkway Pensacola FL 32514,30.5491387,-87.2185862
Bevill State Community College,1411 Indiana Avenue Jasper AL 35501,33.8371004,-87.2658745
Marion Military Institute,1101 Washington St Marion AL 36756,32.623964,-87.3184238
Judson College,302 Bibb St Marion AL 36756,32.6299197,-87.3185795
Rose-Hulman Institute of Technology,5500 Wabash Avenue Terre Haute IN 47803,39.4836321,-87.3268569
Indiana University-Northwest,3400 Broadway Gary IN 46408,41.5565044,-87.3384378
Austin Peay State University,601 College St Clarksville TN 37044,36.5320374,-87.3521543
Oakland City University,138 N Lucretia St Oakland City IN 47660,38.3395434,-87.352751
Northern Michigan University,1401 Presque Isle Avenue Marquette MI 49855,46.5573421,-87.4041527
Indiana State University,210 N 7th St Terre Haute IN 47809,39.4683597,-87.4074032
Saint Mary-of-the-Woods College,1 St Mary of Woods Coll Saint Mary of the Woods IN 47876,39.5074094,-87.4607951
Purdue University Northwest,2200 169th Street Hammond IN 46323,41.5879387,-87.4749691
Calumet College of Saint Joseph,2400 New York Ave Whiting IN 46394,41.67086,-87.494459
Vincennes University,1002 N First St Vincennes IN 47591,38.6878205,-87.5215703
University of Evansville,1800 Lincoln Avenue Evansville IN 47722,37.9734067,-87.5321652
The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-87.5466476
Shelton State Community College,9500 Old Greensboro Rd Tuscaloosa AL 35405,33.1210689,-87.5619872
Stillman College,3601 Stillman Boulevard Tuscaloosa AL 35401,33.200526,-87.5852409
Danville Area Community College,2000 E Main St Danville IL 61832,40.1318487,-87.5911507
City Colleges of Chicago-Olive-Harvey College,10001 S Woodlawn Ave Chicago IL 60628,41.7105412,-87.5920383
University of Chicago,5801 S Ellis Ave Chicago IL 60637,41.7895805,-87.6009332
Chicago State University,9501 S. King Drive Chicago IL 60628,41.7211175,-87.6133634
South Suburban College,15800 South State Street South Holland IL 60473,41.6298989,-87.6220509
Roosevelt University,430 S Michigan Ave Chicago IL 60605,41.8759958,-87.6248551
DePaul University,1 E Jackson Blvd Chicago IL 60604,41.8781342,-87.6271172
Robert Morris University Illinois,401 S State Street Chicago IL 60605,41.8763776,-87.6271993
Illinois Institute of Technology,10 West 35th Street Chicago IL 60616,41.8313967,-87.6272292
Moody Bible Institute,820 N LaSalle Blvd Chicago IL 60610,41.8973002,-87.6330205
Prairie State College,202 South Halsted Street Chicago Heights IL 60411,41.5255653,-87.6386099
City Colleges of Chicago-Kennedy-King College,6301 S Halsted St Chicago IL 60621,41.7804262,-87.64425
University of Illinois at Chicago,601 S Morgan Chicago IL 60607,41.8737632,-87.6509928
Loyola University Chicago,1032 W. Sheridan Rd Chicago IL 60660,41.9986438,-87.657844
City Colleges of Chicago-Harry S Truman College,1145 W Wilson Ave. Chicago IL 60640,41.9647366,-87.6589635
City Colleges of Chicago-Malcolm X College,1900 W Jackson Blvd Chicago IL 60612,41.8778058,-87.6745251
University of Southern Indiana,8600 University Blvd Evansville IN 47712,37.9649225,-87.6772445
Northwestern University,633 Clark St Evanston IL 60208,42.0506265,-87.6797271
University of North Alabama,One Harrison Plaza Florence AL 35632,34.8074555,-87.6811676
Lincoln Trail College,11220 State Hwy 1 Robinson IL 62454,39.0194015,-87.6884765
North Park University,3225 W Foster Ave Chicago IL 60625,41.975649,-87.7098566
Saint Xavier University,3700 W 103rd St Chicago IL 60655,41.7069171,-87.7161339
Governors State University,1 University Pky University Park IL 60484,41.4483892,-87.716181
City Colleges of Chicago-Richard J Daley College,7500 S Pulaski Rd Chicago IL 60652,41.756218,-87.7240342
Silver Lake College of the Holy Family,2406 S Alverno Rd Manitowoc WI 54220,44.071439,-87.741061
Morton College,3801 South Central Avenue Cicero IL 60804,41.8242401,-87.7622759
Coastal Alabama Community College,1900 U.S. Highway 31 S Bay Minette AL 36507,30.8516559,-87.7773586
Wabash Valley College,2200 College Drive Mount Carmel IL 62863,38.4279603,-87.7790235
Trinity Christian College,6601 W College Dr Palos Heights IL 60463,41.6677877,-87.7843266
City Colleges of Chicago-Wilbur Wright College,4300 N Narragansett Chicago IL 60634,41.9588516,-87.7883228
Concordia University-Chicago,7400 Augusta River Forest IL 60305,41.900068,-87.8095272
Carthage College,2001 Alford Park Dr Kenosha WI 53140,42.6221689,-87.821815
Dominican University,7900 W Division Street River Forest IL 60305,41.9021729,-87.8224293
Lake Forest College,555 N Sheridan Road Lake Forest IL 600452338,42.2507024,-87.8282225
Triton College,2000 5th Ave River Grove IL 60171,41.9150378,-87.8388589
Moraine Valley Community College,9000 W. College Parkway Palos Hills IL 60465,41.6914849,-87.8416325
Kankakee Community College,100 College Drive Kankakee IL 60901,41.0985076,-87.8504829
University of Wisconsin-Parkside,900 Wood Rd Kenosha WI 53144,42.6450231,-87.8517458
Olivet Nazarene University,One University Avenue Bourbonnais IL 60914,41.1549071,-87.8723694
Trinity International University-Illinois,2065 Half Day Rd Deerfield IL 60015,42.1979075,-87.8810327
University of Wisconsin-Milwaukee,2200 E Kenwood Blvd Milwaukee WI 53211,43.0752308,-87.881425
Oakton Community College,1600 E Golf Rd. Des Plaines IL 60016,42.0545834,-87.8865027
Lakeland University,W3718 South Drive Plymouth WI 53073,43.8407318,-87.8871043
Cardinal Stritch University,6801 N Yates Rd Milwaukee WI 53217,43.140054,-87.9071529
Milwaukee School of Engineering,1025 N Broadway Milwaukee WI 53202,43.0440305,-87.9089848
Concordia University-Wisconsin,12800 N Lake Shore Dr Mequon WI 53097,43.2544619,-87.915778
Milwaukee Area Technical College,700 W State St Milwaukee WI 53233,43.0433865,-87.9208399
University of Wisconsin-Green Bay,2420 Nicolet Dr Green Bay WI 54311,44.532204,-87.9217003
Marquette University,1250 W Wisconsin Ave Milwaukee WI 53233,43.0389659,-87.9280415
Elmhurst College,190 Prospect Ave Elmhurst IL 60126,41.8976377,-87.9469594
College of Lake County,19351 W Washington St. Grayslake IL 60030,42.3542648,-88.0125666
Wisconsin Lutheran College,8800 W Bluemound Rd Milwaukee WI 53226,43.0379137,-88.0232388
Bryant & Stratton College-Wauwatosa,10950 W Potter Road Wauwatosa WI 53226,43.0431584,-88.0508617
Bishop State Community College,351 North Broad Street Mobile AL 36603,30.6959001,-88.0557153
Saint Norbert College,100 Grant St De Pere WI 54115,44.4448752,-88.0663034
William Rainey Harper College,1200 W Algonquin Rd Palatine IL 60067,42.0814531,-88.0726262
College of DuPage,425 Fawell Blvd. Glen Ellyn IL 60137,41.8414336,-88.0730896
Lewis University,One University Parkway Romeoville IL 60446,41.6050295,-88.0805608
Benedictine University,5700 College Rd Lisle IL 60532,41.7788628,-88.0948979
University of St Francis,500 North Wilcox Street Joliet IL 60435,41.5333799,-88.0970978
Olney Central College,305 N West Street Olney IL 62450,38.7361594,-88.0991828
Wheaton College,501 College Ave Wheaton IL 601875593,41.868737,-88.0996058
University of Mobile,5735 College Parkway Drive Mobile AL 36613,30.7946459,-88.1289433
Spring Hill College,4000 Dauphin St Mobile AL 36608,30.6915278,-88.137679
North Central College,30 North Brainard St Naperville IL 60540,41.7757515,-88.1428168
University of South Alabama,307 N University Blvd Mobile AL 36688,30.6954258,-88.1752139
Eastern Illinois University,600 Lincoln Avenue Charleston IL 61920,39.4780297,-88.1759056
Joliet Junior College,1215 Houbolt Rd Joliet IL 60431,41.5005349,-88.1808127
University of West Alabama,100 North Washington Street - Hwy11 Livingston AL 35470,32.5849811,-88.1870591
Carroll University,100 N East Ave Waukesha WI 53186,43.0044881,-88.2280201
University of Illinois at Urbana-Champaign,601 E John Street Champaign IL 61820,40.1088318,-88.2300373
Judson University,1151 N State St Elgin IL 60123,42.0599279,-88.2905129
Parkland College,2400 W Bradley Ave Champaign IL 61821,40.1327671,-88.2907598
Murray State University,218 Wells Hall Murray KY 42071,36.6163842,-88.3214979
Elgin Community College,1700 Spartan Drive Elgin IL 60123,42.0177155,-88.3227162
Aurora University,347 S Gladstone Ave Aurora IL 60506,41.7549208,-88.3476948
McHenry County College,8900 US Hwy 14 Crystal Lake IL 60012,42.259164,-88.3691599
Lawrence University,College Ave Appleton WI 54911,44.258491,-88.369477
Lake Land College,5001 Lake Land Blvd Mattoon IL 61938,39.4168843,-88.380659
Frontier Community College,2 Frontier Drive Fairfield IL 62837,38.38231,-88.392055
Itawamba Community College,602 W Hill Street Fulton MS 38843,34.2777922,-88.4149401
Mississippi University for Women,1100 College Street Columbus MS 39701,33.491089,-88.4183492
Marian University,45 S National Ave Fond Du Lac WI 54935,43.7778991,-88.4195234
Southeastern Illinois College,3575 College Road Harrisburg IL 62946,37.7515069,-88.4364622
Waubonsee Community College,Rte 47 at Waubonsee Drive Sugar Grove IL 60554,41.7896779,-88.4573015
East Mississippi Community College,1512 Kemper Street Scooba MS 39358,32.830934,-88.484783
Bethel University,325 Cherry Ave McKenzie TN 38201,36.1419765,-88.5148285
Michigan Technological University,1400 Townsend Drive Houghton MI 49931,47.115026,-88.5452004
University of Wisconsin-Oshkosh,800 Algoma Blvd Oshkosh WI 54901,44.0265059,-88.5510459
Northeast Mississippi Community College,101 Cunningham Blvd Booneville MS 38829,34.6675368,-88.5625714
Finlandia University,601 Quincy St Hancock MI 49930,47.1267999,-88.5870089
Freed-Hardeman University,158 E Main St Henderson TN 38340,35.4408398,-88.6363382
Meridian Community College,910 Hwy 19 N Meridian MS 39307,32.3657388,-88.7313891
Maranatha Baptist University,745 West Main Street Watertown WI 53094,43.194346,-88.7378731
University of Wisconsin-Whitewater,800 W Main St Whitewater WI 53190,42.8360981,-88.7440316
Northern Illinois University,1425 W. Lincoln Hwy. Dekalb IL 60115,41.9339755,-88.7798537
Jackson State Community College,2046 North Pky Jackson TN 38301,35.645096,-88.7812586
Mississippi State University,Lee Boulevard Mississippi State MS 39762,33.455202,-88.7882108
Lane College,545 Lane Ave Jackson TN 38301,35.6277386,-88.8062252
Ripon College,300 West Seward Street Ripon WI 54971,43.8432217,-88.8409595
Union University,1050 Union University Dr Jackson TN 38305,35.6770261,-88.8602731
The University of Tennessee-Martin,554 University Street Martin TN 38238,36.342753,-88.862428
Kishwaukee College,21193 Malta Road Malta IL 60150,41.9384044,-88.8820157
Rend Lake College,468 N Ken Gray Pkwy Ina IL 62846,38.1305373,-88.9215165
Millikin University,1184 W Main St Decatur IL 62522,39.8433566,-88.975267
Illinois State University,North and School Streets Normal IL 61790,40.52355,-88.9899395
Illinois Wesleyan University,1312 N Park St Bloomington IL 61702,40.4918279,-88.9907734
Rock Valley College,3301 N Mulford Rd Rockford IL 61114,42.3095499,-88.9949611
Heartland Community College,1500 West Raab Road Normal IL 61761,40.5352293,-89.0143482
Rockford University,5050 E State St Rockford IL 61108,42.269123,-89.021474
Blue Mountain College,201 W Main St Blue Mountain MS 38610,34.6720826,-89.0292462
Beloit College,700 College St Beloit WI 53511,42.5030333,-89.0309048
Shawnee Community College,8364 Shawnee College Rd Ullin IL 62992,37.270476,-89.033354
John A Logan College,700 Logan College Drive Carterville IL 62918,37.7460636,-89.0923723
Illinois Valley Community College,815 N Orlando Smith Road Oglesby IL 61348,41.3067576,-89.1010772
East Central Community College,15738 Highway 15 Decatur MS 39327,32.4442075,-89.1091693
Mississippi Gulf Coast Community College,51 Main Street Perkinston MS 39573,30.780579,-89.140474
Southeastern Baptist College,4229 Hwy 15 N Laurel MS 394409989,31.7484224,-89.1494633
Kaskaskia College,27210 College Rd Centralia IL 62801,38.5633556,-89.1931155
Jones County Junior College,900 South Court Street Ellisville MS 39437,31.5949078,-89.2007261
Southern Illinois University-Carbondale,1263 Lincoln Drive Carbondale IL 629016899,37.7100209,-89.2225941
Eureka College,300 E. College Avenue Eureka IL 61530,40.71398,-89.267575
William Carey University,710 William Carey Parkway Hattiesburg MS 39401,31.3039598,-89.2927035
Madison Area Technical College,1701 Wright Street Madison WI 53704,43.1215712,-89.3289214
University of Southern Mississippi,118 College Drive # 0001 Hattiesburg MS 39406,31.3300116,-89.3340423
Lincoln Christian University,100 Campus View Drive Lincoln IL 62656,40.1494576,-89.3484155
Lincoln College,300 Keokuk St Lincoln IL 62656,40.1569482,-89.3600373
Dyersburg State Community College,1510 Lake Rd Dyersburg TN 38024,36.0483788,-89.3902411
University of Wisconsin-Madison,500 Lincoln Dr Madison WI 53706,43.075486,-89.4043511
Greenville University,315 E. College Ave Greenville IL 62246,38.8941304,-89.4091274
Edgewood College,1000 Edgewood College Drive Madison WI 53711,43.0579472,-89.4228151
Rust College,150 Rust Avenue Holly Springs MS 38635,34.774592,-89.4455924
Illinois Central College,1 College Drive East Peoria IL 61635,40.7072344,-89.5143692
Southeast Missouri State University,One University Plaza  MS3200 Cape Girardeau MO 63701,37.3148783,-89.5280438
University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-89.5379826
Pearl River Community College,101 Hwy 11 North Poplarville MS 39470,30.8443542,-89.5430413
University of Wisconsin-Stevens Point,2100 Main St Stevens Point WI 54481,44.5243265,-89.5688112
Sauk Valley Community College,173 Illinois Rt 2 Dixon IL 61021,41.8196091,-89.597828
Lincoln Land Community College,5250 Shepherd Rd Springfield IL 62794,39.7205657,-89.6109529
Bradley University,1501 W Bradley Ave Peoria IL 61625,40.6963829,-89.615972
University of Illinois at Springfield,One University Plaza Springfield IL 62703,39.729518,-89.617002
Highland Community College,2998 W Pearl City Rd Freeport IL 61032,42.2831242,-89.6739499
McKendree University,701 College Rd Lebanon IL 62254,38.6076721,-89.8157017
Blackburn College,700 College Ave Carlinville IL 62626,39.2886353,-89.8729899
Holmes Community College,#1 Hill St Goodman MS 39079,32.9691105,-89.9121268
Southwestern Illinois College,2500 Carlyle Ave Belleville IL 62221,38.5178935,-89.9226223
University of Memphis,Southern Avenue Memphis TN 38152,35.1158539,-89.9311296
Nunez Community College,3710 Paris Road United States LA 70043,29.955098,-89.9582858
Northwest Mississippi Community College,4975 Hwy 51 N Senatobia MS 38668,34.625492,-89.9702635
Southern Illinois University-Edwardsville,Il State Rte 157 Edwardsville IL 62026,38.7934381,-89.9787421
Christian Brothers University,650 East Parkway South Memphis TN 38104,35.128596,-89.9824691
Rhodes College,2000 North Parkway Memphis TN 38112,35.1528744,-89.9926045
Le Moyne-Owen College,807 Walker Ave Memphis TN 38126,35.1180178,-90.0344861
Southwest Tennessee Community College,737 Union Avenue Memphis TN 38103,35.1384753,-90.0366638
Southern University at New Orleans,6400 Press Drive New Orleans LA 70126,30.0235606,-90.0448991
University of New Orleans,2000 Lakeshore Drive New Orleans LA 70148,30.0292776,-90.0647316
Dillard University,2601 Gentilly Blvd New Orleans LA 70122,29.9948773,-90.0675421
Spoon River College,23235 North County 22 Canton IL 61520,40.5530809,-90.0800511
Delgado Community College,615 City Park Avenue New Orleans LA 70119,29.9847034,-90.104671
Xavier University of Louisiana,1 Drexel Drive New Orleans LA 70125,29.9654259,-90.1093959
Loyola University New Orleans,6363 Saint Charles Ave New Orleans LA 70118,29.9353302,-90.1205465
Tulane University of Louisiana,6823 St. Charles Avenue New Orleans LA 70118,29.9354099,-90.122739
Tougaloo College,500 W County Line Rd Tougaloo MS 39174,32.4006802,-90.1570878
Gogebic Community College,E4946 Jackson Rd Ironwood MI 49938,46.472624,-90.16465
Belhaven University,1500 Peachtree St Jackson MS 39202,32.3198074,-90.169346
Millsaps College,1701 N State St Jackson MS 39210,32.3226511,-90.1778325
Lewis and Clark Community College,5800 Godfrey Rd Godfrey IL 62035,38.9518844,-90.1962632
Jackson State University,1400 J R Lynch Street Jackson MS 39217,32.2979167,-90.2059305
MacMurray College,447 East College Ave Jacksonville IL 62650,39.731828,-90.2231448
Arkansas State University Mid-South,2000 W.  Broadway West Memphis AR 72301,35.1456656,-90.2238067
Harris-Stowe State University,3026 Laclede Ave Saint Louis MO 63103,38.6319589,-90.2240265
Saint Louis University,One North Grand Blvd Saint Louis MO 63103,38.6346955,-90.2340587
Illinois College,1101 West College Ave Jacksonville IL 62650,39.7312595,-90.2460901
St. Louis College of Pharmacy,4588 Parkview Pl Saint Louis MO 63110,38.6366208,-90.2608024
University of Missouri-St Louis,One University Boulevard Saint Louis MO 63121,38.7096291,-90.3080589
Washington University in St Louis,One Brookings Drive Saint Louis MO 63130,38.6487895,-90.3107962
Fontbonne University,6800 Wydown Blvd Saint Louis MO 63105,38.6414182,-90.315441
Mississippi College,200 South Capitol Street Clinton MS 39058,32.3359652,-90.3292157
Mississippi Valley State University,14000 Highway 82 West Itta Bena MS 38941,33.5126982,-90.3416715
Webster University,470 E Lockwood Ave. Saint Louis MO 63119,38.590513,-90.345715
Knox College,2 E South St Galesburg IL 61401,40.9434553,-90.3701921
Copiah-Lincoln Community College,1001 Co-Lin Lane Wesson MS 39191,31.6903033,-90.4008317
Carl Sandburg College,2400 Tom L. Wilson Boulevard Galesburg IL 61401,40.981153,-90.407899
Hinds Community College,608 Hinds Boulevard Raymond MS 39154,32.253804,-90.413253
Three Rivers College,2080 Three Rivers Blvd Poplar Bluff MO 63901,36.7764609,-90.4307836
Saint Louis Community College,3221 McKelvey Rd. Bridgeton MO 63044,38.7456585,-90.4371196
Southwest Mississippi Community College,1156 College Dr Summit MS 39666,31.29293,-90.445248
Black Hawk College,6600 34th Avenue Moline IL 612655899,41.4768837,-90.4479459
Missouri Baptist University,One College Park Dr Saint Louis MO 63141,38.6428107,-90.4616744
Southeastern Louisiana University,548 Ned McGehee Ave. Hammond LA 70402,30.5134247,-90.4669384
Mineral Area College,5270 Flat River Road Park Hills MO 63601,37.844032,-90.4808028
University of Wisconsin-Platteville,1 University Plaza Platteville WI 53818,42.7322351,-90.4868112
Lindenwood University,209 S Kingshighway Saint Charles MO 63301,38.7859784,-90.4974718
Mississippi Delta Community College,Hwy 3 and Cherry St Moorhead MS 38761,33.4457044,-90.5052707
Maryville University of Saint Louis,650 Maryville University Drive Saint Louis MO 63141,38.6468582,-90.5054432
Augustana College,639 38th St Rock Island IL 61201,41.5051381,-90.5472032
Jefferson College,1000 Viking Drive Hillsboro MO 63050,38.2593094,-90.5599873
Coahoma Community College,3240 Friars Point Rd Clarksdale MS 38614,34.2322937,-90.5708746
Eastern Iowa Community College District,101 W 3rd St Davenport IA 52801,41.5221486,-90.5744391
Saint Ambrose University,518 W Locust St Davenport IA 52803,41.5406023,-90.5823186
Crowley's Ridge College,100 College Dr Paragould AR 72450,36.066437,-90.584504
Southwest Wisconsin Technical College,1800 Bronson Blvd Fennimore WI 53809,42.9761517,-90.6367349
St Charles Community College,4601 Mid Rivers Mall Dr Cottleville MO 63376,38.7590918,-90.6398705
Monmouth College,700 E Broadway Monmouth IL 61462,40.912214,-90.6404441
Loras College,1450 Alta Vista Dubuque IA 52004,42.5054189,-90.6802698
Arkansas State University-Main Campus,2105 E. Aggie Road Jonesboro AR 72401,35.8414567,-90.6806034
Western Illinois University,1 University Circle Macomb IL 61455,40.4766148,-90.6843599
Clarke University,1550 Clarke Dr Dubuque IA 52001,42.5091309,-90.689742
University of Dubuque,2000 University Ave Dubuque IA 52001,42.4977869,-90.6921934
Emmaus Bible College,2570 Asbury Rd Dubuque IA 52001,42.5105975,-90.7055878
Delta State University,1003 W Sunflower Road Cleveland MS 38733,33.746706,-90.7347194
Nicholls State University,University Station  La Hwy 1 Thibodaux LA 70301,29.7907128,-90.8028699
Northland College,1411 Ellis Avenue Ashland WI 54806,46.5802698,-90.8736669
Williams Baptist College,60 W Fulbright Avenue Walnut Ridge AR 72476,36.1245861,-90.9390498
East Central College,1964 Prairie Dell Rd Union MO 63084,38.4311131,-90.977368
Baton Rouge Community College,201 Community College Drive Baton Rouge LA 70806,30.4480275,-91.1368762
Alcorn State University,1000 ASU Dr Ste 359 Alcorn State MS 39096,31.8759422,-91.1402143
Southeastern Community College,1500 West Agency Road West Burlington IA 52655,40.8119257,-91.1737859
Southern University and A & M College,3rd Floor  J.S. Clark Adm. Building  P.O. Box 9374 Baton Rouge LA 70813,30.5586838,-91.1738289
Louisiana State University and Agricultural & Mechanical College,156 Thomas Boyd Hall Baton Rouge LA 70803,30.4150707,-91.1791769
University of Wisconsin-La Crosse,1725 State St La Crosse WI 54601,43.8136889,-91.2300094
Viterbo University,900 Viterbo Drive La Crosse WI 54601,43.8022454,-91.2451134
Western Technical College,400 Seventh St. North La Crosse WI 54601,43.8153635,-91.2460309
John Wood Community College,1301 S 48th Street Quincy IL 62305,39.912622,-91.337418
Hannibal-LaGrange University,2800 Palmyra Rd Hannibal MO 63401,39.7241427,-91.3851656
Quincy University,1800 College Ave Quincy IL 62301,39.9405616,-91.3855142
Cornell College,600 First St. SW Mount Vernon IA 52314,41.9245718,-91.4237652
University of Wisconsin-Eau Claire,105 Garfield Ave Eau Claire WI 54701,44.7985131,-91.5017528
Culver-Stockton College,One College Hill Canton MO 63435,40.1290996,-91.5335407
University of Iowa,101 Jessup Hall Iowa City IA 52242,41.661897,-91.5364924
Iowa Wesleyan University,601 N Main Street Mount Pleasant IA 52641,40.9728375,-91.5526085
Lyon College,2300 Highland Road Batesville AR 72501,35.7792058,-91.6283696
Winona State University,175 West Mark Street Winona MN 55987,44.0465984,-91.6421458
Mount Mercy University,1330 Elmhurst Dr NE Cedar Rapids IA 52402,42.0025313,-91.6520445
Kirkwood Community College,6301 Kirkwood Blvd SW Cedar Rapids IA 52406,41.9187029,-91.6553677
Coe College,1220 First Ave NE Cedar Rapids IA 52402,41.9882822,-91.6578519
Saint Mary's University of Minnesota,700 Terrace Heights Winona MN 55987,44.0457784,-91.6956335
Harding University,915 E. Market Ave. Searcy AR 72149,35.2491804,-91.7263201
Missouri University of Science and Technology,1201 N. State St. Rolla MO 65409,37.9534444,-91.7755633
Luther College,700 College Drive Decorah IA 52101,43.3133043,-91.7996724
Upper Iowa University,605 Washington St Fayette IA 52142,42.8385298,-91.8013479
University of Arkansas at Monticello,Highway 425 South Monticello AR 71656,33.6235915,-91.8027923
Vermilion Community College,1900 East Camp Street Ely MN 55731,47.9041671,-91.8382783
Missouri State University-West Plains,128 Garfield Avenue West Plains MO 65775,36.7292266,-91.8553193
University of Wisconsin-Stout,712 S. Broadway St. Menomonie WI 54751,44.875987,-91.9294497
William Woods University,One University Avenue Fulton MO 65251,38.8624839,-91.949568
Westminster College,501 Westminster Ave Fulton MO 65251,38.8500391,-91.9544836
University of Arkansas at Pine Bluff,1200 N University Mail Slot 4789 Pine Bluff AR 71601,34.2262213,-92.0195428
University of Louisiana at Lafayette,104 University Circle Lafayette LA 70503,30.2324598,-92.0323738
University of Louisiana at Monroe,700 University Avenue Monroe LA 71209,32.5306007,-92.0739628
University of Minnesota-Duluth,515 Darland Administration Bldg Duluth MN 55812,46.8170318,-92.0844331
University of Wisconsin-Superior,1605 Catlin Ave Superior WI 54880,46.7188135,-92.0893698
The College of Saint Scholastica,1200 Kenwood Ave Duluth MN 55811,46.8160713,-92.1056239
Lake Superior College,2101 Trinity Rd Duluth MN 55811,46.784743,-92.1452908
Lincoln University,820 Chestnut Street Jefferson City MO 65101,38.5638414,-92.1695212
Philander Smith College,900 W. Daisy Bates Drive Little Rock AR 72202,34.7380987,-92.2820652
Arkansas Baptist College,1600 Dr. Martin Luther King Drive Little Rock AR 72202,34.7354335,-92.2894837
Columbia College,1001 Rogers Street Columbia MO 65216,38.9578722,-92.3264079
University of Missouri-Columbia,105 Jesse Hall Columbia MO 65211,38.9453385,-92.3282738
Hawkeye Community College,1501 E Orange Rd Waterloo IA 50701,42.4297978,-92.3296127
University of Arkansas at Little Rock,2801 S University Ave Little Rock AR 72204,34.7257004,-92.340731
Indian Hills Community College,525 Grandview Ave Ottumwa IA 52501,41.0457764,-92.395689
Louisiana State University-Alexandria,8100 Hwy 71 South Alexandria LA 71302,31.178112,-92.4143367
Rochester Community and Technical College,851 30th Ave SE Rochester MN 55904,44.0139319,-92.4228725
Louisiana College,1140 College Dr Pineville LA 71359,31.325387,-92.4267002
Central Christian College of the Bible,911 E Urbandale Dr Moberly MO 65270,39.3960168,-92.4274335
Louisiana State University-Eunice,2048 Johnson Hwy Eunice LA 70535,30.4746996,-92.4340744
Hendrix College,1600 Washington Ave Conway AR 72032,35.0995323,-92.4406773
Central Baptist College,1501 College Avenue Conway AR 72034,35.0837628,-92.4449639
Fond du Lac Tribal and Community College,2101 14th St Cloquet MN 55720,46.6896331,-92.4516746
Moberly Area Community College,101 College Ave Moberly MO 65270,39.4179392,-92.4542337
University of Central Arkansas,201 Donaghey Ave Conway AR 72035,35.0773132,-92.4579421
University of Northern Iowa,1227 W 27th St Cedar Falls IA 50614,42.514711,-92.4595681
Wartburg College,100 Wartburg Blvd. Waverly IA 50677,42.7286543,-92.4824715
Mesabi Range College,1001 Chestnut Street West Virginia MN 55792,47.5250385,-92.5507898
Truman State University,100 E Normal Avenue Kirksville MO 63501,40.1885977,-92.5820442
University of Wisconsin-River Falls,410 S 3rd St River Falls WI 54022,44.8534105,-92.6224938
Louisiana Tech University,1310 West Railroad Avenue Ruston LA 71272,32.5281991,-92.6472759
William Penn University,201 Trueblood Ave Oskaloosa IA 52577,41.3088225,-92.6480881
Central Methodist University-College of Liberal Arts and Sciences,411 Central Methodist Square Fayette MO 65248,39.1514905,-92.6839663
Grambling State University,403 Main Street Grambling LA 71245,32.5221156,-92.7145047
Southern Arkansas University Tech,6415 Spellman Road Camden AR 717011906,33.6322452,-92.7177303
Grinnell College,1121 Park Street Grinnell IA 50112,41.7469499,-92.7230514
Marshalltown Community College,3700 S Center St Marshalltown IA 50158,42.0013493,-92.9098343
