Name,Address,Latitude,Longitude,
Ecclesia College,"9653 Nations Dr,Springdale,AR,72762",36.2140489,-36.2140489,
Eckerd College,"4200 54th Ave S,Saint Petersburg,FL,33711",27.7181319,-27.7181319,
Edgewood College,"1000 Edgewood College Drive,Madison,WI,53711",43.0579472,-43.0579472,
Edinboro University of Pennsylvania,"219 Meadville Street,Edinboro,PA,16444",41.8713002,-41.8713002,
Edison State Community College,"1973 Edison Dr,Piqua,OH,45356",40.1583581,-40.1583581,
Edmonds Community College,"20000 68th Ave W,Lynnwood,WA,98036",47.816842,-47.816842,
Edward Waters College,"1658 Kings Rd,Jacksonville,FL,32209",30.3436937,-30.3436937,
El Camino College-Compton Center,"1111 East Artesia Blvd.,Compton,CA,90221",33.8774168,-33.8774168,
El Camino Community College District,"16007 Crenshaw Blvd,Torrance,CA,90506",33.8844832,-33.8844832,
El Paso Community College,"9050 Viscount Blvd,El Paso,TX,79925",31.7722351,-31.7722351,
Elgin Community College,"1700 Spartan Drive,Elgin,IL,60123",42.0177155,-42.0177155,
Elizabeth City State University,"1704 Weeksville Rd,Elizabeth City,NC,27909",36.2747718,-36.2747718,
Elizabethtown College,"One Alpha Drive,Elizabethtown,PA,17022",40.1503251,-40.1503251,
Ellsworth Community College,"1100 College Ave,Iowa Falls,IA,50126",42.5262564,-42.5262564,
Elmhurst College,"190 Prospect Ave,Elmhurst,IL,60126",41.8976377,-41.8976377,
Elmira College,"One Park Place,Elmira,NY,14901",42.0977801,-42.0977801,
Elon University,"100 Campus Drive,Elon,NC,27244",36.1048942,-36.1048942,
Embry-Riddle Aeronautical University-Daytona Beach,"600 S Clyde Morris Blvd,Daytona Beach,FL,32114",29.1916159,-29.1916159,
Embry-Riddle Aeronautical University-Prescott,"3700 Willow Creek Road,Prescott,AZ,86301",34.6161839,-34.6161839,
Emerson College,"120 Boylston Street,Boston,MA,2116",42.3522392,-42.3522392,
Emmanuel College,"181 Springs St,Franklin Springs,GA,30639",34.2821297,-34.2821297,
Emmanuel College,"400 The Fenway,Boston,MA,2115",42.3402743,-42.3402743,
Emmaus Bible College,"2570 Asbury Rd,Dubuque,IA,52001",42.5105975,-42.5105975,
Emory & Henry College,"30461 Garnand Drive,Emory,VA,24327",36.7732717,-36.7732717,
Emory University,"408 Administration Building, 201 Dowman Drive,Atlanta,GA,30322",33.7971368,-33.7971368,
Emory University-Oxford College,"801 Emory Street,Oxford,GA,30054",33.6211771,-33.6211771,
Emporia State University,"1 Kellogg Circle,Emporia,KS,66801",38.4133013,-38.4133013,
Endicott College,"376 Hale Street,Beverly,MA,1915",42.5535537,-42.5535537,
Enterprise State Community College,"600 Plaza Drive,Enterprise,AL,36330",31.2983627,-31.2983627,
Erie Community College,"121 Ellicott St,Buffalo,NY,14203",42.8817115,-42.8817115,
Erskine College,"P.O. Box 338,Due West,SC,29639",34.3305278,-34.3305278,
Essex County College,"303 University Ave,Newark,NJ,7102",40.7383477,-40.7383477,
Estrella Mountain Community College,"3000 N Dysart Rd,Avondale,AZ,85392",33.4804594,-33.4804594,
Eureka College,"300 E. College Avenue,Eureka,IL,61530",40.71398,-40.71398,
Evangel University,"1111 N Glenstone,Springfield,MO,65802",37.2222974,-37.2222974,
Everett Community College,"2000 Tower Street,Everett,WA,98201",48.0065191,-48.0065191,
Evergreen Valley College,"3095 Yerba Buena Rd,San Jose,CA,95135",37.3001189,-37.3001189,
Fairfield University,"1073 N Benson Rd,Fairfield,CT,6824",41.158843,-41.158843,
Fairleigh Dickinson University-Florham Campus,"285 Madison Ave,Madison,NJ,7940",40.7741362,-40.7741362,
Fairleigh Dickinson University-Metropolitan Campus,"1000 River Rd,Teaneck,NJ,7666",40.8980254,-40.8980254,
Fairmont State University,"1201 Locust Ave,Fairmont,WV,26554",39.4857867,-39.4857867,
Faith Baptist Bible College and Theological Seminary,"1900 NW 4th St,Ankeny,IA,50023",41.7370765,-41.7370765,
Farmingdale State College,"2350 Broadhollow Road,Farmingdale,NY,11735",40.7510877,-40.7510877,
Fashion Institute of Technology,"227 W 27th St,New York,NY,10001",40.7472258,-40.7472258,
Faulkner University,"5345 Atlanta Hwy,Montgomery,AL,36109",32.3835179,-32.3835179,
Fayetteville State University,"1200 Murchison Rd,Fayetteville,NC,28301",35.0742206,-35.0742206,
Fayetteville Technical Community College,"P.O. Box 35236,Fayetteville,NC,28303",35.0666422,-35.0666422,
Feather River Community College District,"570 Golden Eagle Ave,Quincy,CA,95971",39.9521546,-39.9521546,
Felician University,"262 S Main St,Lodi,NJ,7644",40.8668874,-40.8668874,
Ferris State University,"1201 S State St,Big Rapids,MI,49307",43.6844327,-43.6844327,
Ferrum College,"215 Ferrum Mountain Road,Ferrum,VA,24088",36.9264771,-36.9264771,
Finger Lakes Community College,"3325 Marvin Sands Drive,Canandaigua,NY,14424",42.8671852,-42.8671852,
Finlandia University,"601 Quincy St,Hancock,MI,49930",47.1267999,-47.1267999,
Fisher College,"118 Beacon Street,Boston,MA,2116",42.35531,-42.35531,
Fisk University,"1000 17th Ave North,Nashville,TN,37208",36.167017,-36.167017,
Fitchburg State University,"160 Pearl St,Fitchburg,MA,1420",42.5881824,-42.5881824,
Five Towns College,"305 North Service Road,Dix Hills,NY,11746",40.7945036,-40.7945036,
Flagler College-St Augustine,"74 King Street,Saint Augustine,FL,32084",29.8930524,-29.8930524,
Florence-Darlington Technical College,"2715 W. Lucas Street,Florence,SC,29501",34.2449336,-34.2449336,
Florida Agricultural and Mechanical University,"1500 S Martin Luther King Jr Blvd,Tallahassee,FL,32307",30.4286389,-30.4286389,
Florida Atlantic University,"777 Glades Rd,Boca Raton,FL,33431",26.3693119,-26.3693119,
Florida College,"119 N Glen Arven Ave,Temple Terrace,FL,33617",28.034409,-28.034409,
Florida Gateway College,"149 SE College Pl,Lake City,FL,32025",30.176324,-30.176324,
Florida Gulf Coast University,"10501 Fgcu Blvd S,Fort Myers,FL,33965",26.4616473,-26.4616473,
Florida Institute of Technology,"150 West University Boulevard,Melbourne,FL,32901",28.0644994,-28.0644994,
Florida International University,"11200 S. W. 8 Street,Miami,FL,33199",25.7567674,-25.7567674,
Florida Memorial University,"15800 NW 42 Avenue,Miami Gardens,FL,33054",25.9182546,-25.9182546,
Florida National University-Main Campus,"4425 West 20th Avenue,Hialeah,FL,33012",25.8617133,-25.8617133,
Florida Southern College,"111 Lake Hollingsworth Dr,Lakeland,FL,33801",28.0296636,-28.0296636,
Florida SouthWestern State College,"8099 College Parkway,Fort Myers,FL,33919",26.5568395,-26.5568395,
Florida State College at Jacksonville,"501 W State St,Jacksonville,FL,32202",30.3349528,-30.3349528,
Florida State University,"222 S. Copeland Street,Tallahassee,FL,32306",30.4404775,-30.4404775,
Folsom Lake College,"10 College Parkway,Folsom,CA,95630",38.661472,-38.661472,
Fond du Lac Tribal and Community College,"2101 14th St,Cloquet,MN,55720",46.6896331,-46.6896331,
Fontbonne University,"6800 Wydown Blvd,Saint Louis,MO,63105",38.6414182,-38.6414182,
Foothill College,"12345 El Monte Rd,Los Altos Hills,CA,94022",37.3677565,-37.3677565,
Fordham University,"441 E Fordham Rd,Bronx,NY,10458",40.8620281,-40.8620281,
Fort Hays State University,"600 Park St,Hays,KS,67601",38.8731404,-38.8731404,
Fort Lewis College,"1000 Rim Drive,Durango,CO,81301",37.2737647,-37.2737647,
Fort Scott Community College,"2108 S Horton,Fort Scott,KS,66701",37.8169345,-37.8169345,
Fort Valley State University,"1005 State University Dr,Fort Valley,GA,31030",32.5370907,-32.5370907,
Framingham State University,"100 State Street,Framingham,MA,1701",42.2981072,-42.2981072,
Francis Marion University,"4822 East Palmetto Street,Florence,SC,29506",34.1959695,-34.1959695,
Franciscan University of Steubenville,"1235 University Blvd,Steubenville,OH,43952",40.3772091,-40.3772091,
Frank Phillips College,"1301 W. Roosevelt St.,Borger,TX,79008",35.6568328,-35.6568328,
Franklin and Marshall College,"College Ave,Lancaster,PA,17604",40.0435373,-40.0435373,
Franklin College,"101 Branigin Blvd,Franklin,IN,46131",39.4781674,-39.4781674,
Franklin Pierce University,"40 University Drive,Rindge,NH,3461",42.7793667,-42.7793667,
Frederick Community College,"7932 Opossumtown Pike,Frederick,MD,21702",39.451818,-39.451818,
Freed-Hardeman University,"158 E Main St,Henderson,TN,38340",35.4408398,-35.4408398,
Fresno City College,"1101 E. University Ave,Fresno,CA,93741",36.7675959,-36.7675959,
Fresno Pacific University,"1717 S Chestnut Ave,Fresno,CA,93702",36.7254417,-36.7254417,
Friends University,"2100 W. University Ave.,Wichita,KS,67213",37.6771802,-37.6771802,
Frontier Community College,"2 Frontier Drive,Fairfield,IL,62837",38.38231,-38.38231,
Frostburg State University,"101 Braddock Road,Frostburg,MD,21532",39.6498765,-39.6498765,
Full Sail University,"3300 University Boulevard,Winter Park,FL,327927429",28.5965556,-28.5965556,
Fullerton College,"321 E Chapman Avenue,Fullerton,CA,92832",33.875251,-33.875251,
Fulton-Montgomery Community College,"2805 State Hwy 67,Johnstown,NY,12095",42.9830843,-42.9830843,
Furman,"3300 Poinsett Highway,Greenville,SC,29613",34.9279032,-34.9279032,
Gadsden State Community College,"1001 George Wallace Dr,Gadsden,AL,35903",33.9959754,-33.9959754,
Gallaudet University,"800 Florida Ave, NE,Washington,DC,20002",38.9073649,-38.9073649,
Galveston College,"4015 Ave Q,Galveston,TX,77550",29.284711,-29.284711,
Gannon University,"109 W Sixth St,Erie,PA,16541",42.128853,-42.128853,
Garden City Community College,"801 Campus Dr,Garden City,KS,67846",37.9706495,-37.9706495,
Gardner-Webb University,"Main St,Boiling Springs,NC,28017",35.2574562,-35.2574562,
Garrett College,"687 Mosser Road,McHenry,MD,21541",39.5606927,-39.5606927,
GateWay Community College,"108 N. 40th Street,Phoenix,AZ,85034",33.4507462,-33.4507462,
Gateway Community College,"20 Church Street,New Haven,CT,6510",41.3045457,-41.3045457,
Gavilan College,"5055 Santa Teresa Blvd,Gilroy,CA,95020",36.9666134,-36.9666134,
Genesee Community College,"One College Rd,Batavia,NY,14020",43.0169369,-43.0169369,
Geneva College,"3200 College Ave,Beaver Falls,PA,15010",40.7739825,-40.7739825,
George C Wallace Community College-Dothan,"1141 Wallace Drive,Dothan,AL,36303",31.3156396,-31.3156396,
George C Wallace State Community College-Hanceville,"801 Main St NW,Hanceville,AL,35077",34.0598451,-34.0598451,
George C Wallace State Community College-Selma,"3000 Earl Goodwin Parkway,Selma,AL,36703",32.4466035,-32.4466035,
George Fox University,"414 N Meridian St,Newberg,OR,97132",45.303629,-45.303629,
George Mason University,"4400 University Dr,Fairfax,VA,22030",38.8336468,-38.8336468,
George Washington University,"2121 I Street, NW,Washington,DC,20052",38.9009637,-38.9009637,
Georgetown College,"400 East College Street,Georgetown,KY,40324",38.207738,-38.207738,
Georgetown University,"37th and O St NW,Washington,DC,20057",38.9076192,-38.9076192,
Georgia College & State University,"231 W Hancock Street,Milledgeville,GA,31061",33.0828388,-33.0828388,
Georgia Gwinnett College,"1000 University Center Lane,Lawrenceville,GA,30043",33.9803214,-33.9803214,
Georgia Highlands College,"3175 Cedartown Highway, S.E.,Rome,GA,30161",34.169222,-34.169222,
Georgia Institute of Technology-Main Campus,"225 North Ave,Atlanta,GA,30332",33.7724173,-33.7724173,
Georgia Military College,"201 E Greene St,Milledgeville,GA,31061",33.0786691,-33.0786691,
Georgia Southern University,"Brannen Hall, Room 2015, 2670 Southern Drive,Statesboro,GA,30460",32.4286684,-32.4286684,
Georgia Southwestern State University,"800 Georgia Southwestern State University Dr.,Americus,GA,31709",32.0560379,-32.0560379,
Georgia State University,"33 gilmer st,Atlanta,GA,30303",33.7534327,-33.7534327,
Georgian Court University,"900 Lakewood Ave,Lakewood,NJ,8701",40.0997898,-40.0997898,
Gettysburg College,"300 North Washington Street,Gettysburg,PA,17325",39.8355775,-39.8355775,
Glen Oaks Community College,"62249 Shimmel Rd,Centreville,MI,49032",41.8926528,-41.8926528,
Glendale Community College,"6000 W Olive Ave,Glendale,AZ,85302",33.5694333,-33.5694333,
Glendale Community College,"1500 N Verdugo Rd,Glendale,CA,91208",34.1670866,-34.1670866,
Glenville State College,"200 High Street,Glenville,WV,26351",38.9348779,-38.9348779,
Gogebic Community College,"E4946 Jackson Rd,Ironwood,MI,49938",46.472624,-46.472624,
Golden West College,"15744 Goldenwest St.,Huntington Beach,CA,92647",33.7325619,-33.7325619,
Goldey-Beacom College,"4701 Limestone Rd,Wilmington,DE,19808",39.7415725,-39.7415725,
Gonzaga University,"E 502 Boone Ave,Spokane,WA,99258",47.6664473,-47.6664473,
Gordon College,"255 Grapevine Rd,Wenham,MA,1984",42.5893751,-42.5893751,
Gordon State College,"419 College Dr,Barnesville,GA,30204",33.0481964,-33.0481964,
Goshen College,"1700 S Main St,Goshen,IN,46526",41.562224,-41.562224,
Goucher College,"1021 Dulaney Valley Rd,Baltimore,MD,21204",39.408765,-39.408765,
Governors State University,"1 University Pky,University Park,IL,60484",41.4483892,-41.4483892,
Grace Bible College,"1011 Aldon SW,Grand Rapids,MI,49509",42.9194335,-42.9194335,
Grace College and Theological Seminary,"200 Seminary Dr,Winona Lake,IN,46590",41.2258318,-41.2258318,
Graceland University-Lamoni,"1 University Place,Lamoni,IA,50140",40.6161507,-40.6161507,
Grambling State University,"403 Main Street,Grambling,LA,71245",32.5221156,-32.5221156,
Grand Canyon University,"3300 W Camelback Rd,Phoenix,AZ,85017",33.5131895,-33.5131895,
Grand Rapids Community College,"143 Bostwick Ave NE,Grand Rapids,MI,49503",42.9669729,-42.9669729,
Grand Valley State University,"1 Campus Dr,Allendale,MI,49401",42.9629773,-42.9629773,
Grand View University,"1200 Grandview Ave,Des Moines,IA,50316",41.6204245,-41.6204245,
Grays Harbor College,"1620 Edward P Smith Drive,Aberdeen,WA,98520",46.9538135,-46.9538135,
Grayson College,"6101 Grayson Drive,Denison,TX,75020",33.7065029,-33.7065029,
Great Bay Community College,"320 Corporate Drive,Portsmouth,NH,3801",43.0720351,-43.0720351,
Great Lakes Christian College,"6211 W Willow Hwy,Lansing,MI,489171299",42.754214,-42.754214,
Green River College,"12401 SE 320th St,Auburn,WA,98092",47.3130004,-47.3130004,
Greensboro College,"815 W Market St,Greensboro,NC,27401",36.071019,-36.071019,
Greenville University,"315 E. College Ave,Greenville,IL,62246",38.8941304,-38.8941304,
Grinnell College,"1121 Park Street,Grinnell,IA,50112",41.7469499,-41.7469499,
Grossmont College,"8800 Grossmont College Dr,El Cajon,CA,92020",32.8164953,-32.8164953,
Guilford College,"5800 W Friendly Avenue,Greensboro,NC,27410",36.0895288,-36.0895288,
Guilford Technical Community College,"601 E. Main Street,Jamestown,NC,27282",35.9986281,-35.9986281,
Gulf Coast State College,"5230 West U.S. Highway 98,Panama City,FL,32401",30.1856374,-30.1856374,
Gustavus Adolphus College,"800 West College Avenue,Saint Peter,MN,56082",44.3232193,-44.3232193,
Gwynedd Mercy University,"1325 Sumneytown Pike,Gwynedd Valley,PA,19437",40.1937701,-40.1937701,
Hagerstown Community College,"11400 Robinwood Dr,Hagerstown,MD,21742",39.630176,-39.630176,
Hamilton College,"198 College Hill Rd,Clinton,NY,13323",43.0498348,-43.0498348,
Hamline University,"1536 Hewitt Avenue,Saint Paul,MN,55104",44.9657315,-44.9657315,
Hampden-Sydney College,"College Road,Hampden-Sydney,VA,23943",37.2390019,-37.2390019,
Hampshire College,"893 West St,Amherst,MA,1002",42.3267995,-42.3267995,
Hampton University,"100 E. Queen Street,Hampton,VA,23668",37.0228029,-37.0228029,
Hannibal-LaGrange University,"2800 Palmyra Rd,Hannibal,MO,63401",39.7241427,-39.7241427,
Hanover College,"517 Ball Drive,Hanover,IN,47243",38.7189081,-38.7189081,
Harcum College,"750 Montgomery Ave,Bryn Mawr,PA,19010",40.0225303,-40.0225303,
Hardin-Simmons University,"2200 Hickory,Abilene,TX,79698",32.4762039,-32.4762039,
Harding University,"915 E. Market Ave.,Searcy,AR,72149",35.2491804,-35.2491804,
Harford Community College,"401 Thomas Run Rd,Bel Air,MD,21015",39.5587983,-39.5587983,
Harris-Stowe State University,"3026 Laclede Ave,Saint Louis,MO,63103",38.6319589,-38.6319589,
Harrisburg Area Community College,"1 HACC Dr.,Harrisburg,PA,17110",40.2972076,-40.2972076,
Harrisburg University of Science and Technology,"326 Market Street,Harrisburg,PA,171012208",40.2619027,-40.2619027,
Hartnell College,"411 Central Avenue,Salinas,CA,93901",36.6739532,-36.6739532,
Hartwick College,"One Hartwick Drive,Oneonta,NY,13820",42.4586674,-42.4586674,
Harvard University,"Massachusetts Hall,Cambridge,MA,2138",42.3748649,-42.3748649,
Haskell Indian Nations University,"155 Indian Ave,Lawrence,KS,66046",38.938797,-38.938797,
Hastings College,"710 N Turner Ave,Hastings,NE,68901",40.5906776,-40.5906776,
Haverford College,"370  Lancaster Ave,Haverford,PA,19041",40.0119253,-40.0119253,
Hawaii Pacific University,"1 Aloha Tower Drive,Honolulu,HI,96813",21.3065617,-21.3065617,
Hawkeye Community College,"1501 E Orange Rd,Waterloo,IA,50701",42.4297978,-42.4297978,
Heartland Community College,"1500 West Raab Road,Normal,IL,61761",40.5352293,-40.5352293,
Heidelberg University,"310 E Market St,Tiffin,OH,44883",41.1163289,-41.1163289,
Henderson State University,"1100 Henderson Street,Arkadelphia,AR,71999",34.126744,-34.126744,
Hendrix College,"1600 Washington Ave,Conway,AR,72032",35.0995323,-35.0995323,
Henry Ford College,"5101 Evergreen Rd,Dearborn,MI,48128",42.3239417,-42.3239417,
Herkimer County Community College,"100 Reservoir Rd,Herkimer,NY,13350",43.0322822,-43.0322822,
Hesston College,"301 South Main,Hesston,KS,67062",38.1345466,-38.1345466,
Hibbing Community College,"1515 E 25th St,Hibbing,MN,55746",47.4240927,-47.4240927,
High Point University,"One University Parkway,High Point,NC,27268",35.9721829,-35.9721829,
Highland Community College,"606 W Main,Highland,KS,66035",39.8600065,-39.8600065,
Highland Community College,"2998 W Pearl City Rd,Freeport,IL,61032",42.2831242,-42.2831242,
Highline College,"2400 S 240th St,Des Moines,WA,98198",47.3897813,-47.3897813,
Hilbert College,"5200 South Park Avenue,Hamburg,NY,14075",42.7543894,-42.7543894,
Hill College,"112 Lamar Dr,Hillsboro,TX,76645",32.0118479,-32.0118479,
Hillsborough Community College,"39 Columbia Drive,Tampa,FL,33606",27.9348426,-27.9348426,
Hinds Community College,"608 Hinds Boulevard,Raymond,MS,39154",32.253804,-32.253804,
Hiram College,"PO Box 1808,Hiram,OH,44234",41.3125552,-41.3125552,
Hobart William Smith Colleges,"337 Pulteney Street,Geneva,NY,14456",42.858059,-42.858059,
Hocking College,"3301 Hocking Parkway,Nelsonville,OH,45764",39.4440015,-39.4440015,
Hofstra University,"100 Hofstra University,Hempstead,NY,11549",40.7166872,-40.7166872,
Holmes Community College,"#1 Hill St,Goodman,MS,39079",32.9691105,-32.9691105,
Holy Cross College,"54515 State Road 933 North,Notre Dame,IN,46556",41.6984637,-41.6984637,
Holy Family University,"9801 Frankford Avenue,Philadelphia,PA,19114",40.0592303,-40.0592303,
Holy Names University,"3500 Mountain Blvd,Oakland,CA,94619",37.8029258,-37.8029258,
Holyoke Community College,"303 Homestead Ave,Holyoke,MA,1040",42.1955366,-42.1955366,
Hood College,"401 Rosemont Ave,Frederick,MD,21701",39.4213829,-39.4213829,
Hope College,"100 E. 8th Street, Suite 260,Holland,MI,494229000",42.7901211,-42.7901211,
Hope International University,"2500 E Nutwood Ave,Fullerton,CA,92831",33.8764863,-33.8764863,
Houghton College,"1 Willard Ave,Houghton,NY,14744",42.4266355,-42.4266355,
Houston Baptist University,"7502 Fondren Rd,Houston,TX,77074",29.6929877,-29.6929877,
Howard College,"1001 Birdwell Lane,Big Spring,TX,79720",32.2522202,-32.2522202,
Howard Community College,"10901 Little Patuxent Pkwy,Columbia,MD,21044",39.2140416,-39.2140416,
Howard Payne University,"1000 Fisk St.,Brownwood,TX,76801",31.7159054,-31.7159054,
Howard University,"2400 Sixth St NW,Washington,DC,20059",38.9232583,-38.9232583,
Hudson Valley Community College,"80 Vandenburgh Ave,Troy,NY,12180",42.6958354,-42.6958354,
Humboldt State University,"1 Harpst Street,Arcata,CA,95521",40.8744392,-40.8744392,
Huntingdon College,"1500 East Fairview Avenue,Montgomery,AL,36106",32.3504918,-32.3504918,
Huntington University,"2303 College Ave,Huntington,IN,46750",40.8990026,-40.8990026,
Husson University,"1 College Circle,Bangor,ME,4401",44.8288028,-44.8288028,
Huston-Tillotson University,"900 Chicon St,Austin,TX,78702",30.2646809,-30.2646809,
Hutchinson Community College,"1300 N Plum St,Hutchinson,KS,67501",38.0666992,-38.0666992,
Idaho State University,"921 S 8th Ave Stop 8173,Pocatello,ID,83209",42.8627836,-42.8627836,
Illinois Central College,"1 College Drive,East Peoria,IL,61635",40.7072344,-40.7072344,
Illinois College,"1101 West College Ave,Jacksonville,IL,62650",39.7312595,-39.7312595,
Illinois Institute of Technology,"10 West 35th Street,Chicago,IL,60616",41.8313967,-41.8313967,
Illinois State University,"North and School Streets,Normal,IL,61790",40.52355,-40.52355,
Illinois Valley Community College,"815 N Orlando Smith Road,Oglesby,IL,61348",41.3067576,-41.3067576,
Illinois Wesleyan University,"1312 N Park St,Bloomington,IL,61702",40.4918279,-40.4918279,
Immaculata University,"1145 King Rd,Immaculata,PA,19345",40.0279019,-40.0279019,
Imperial Valley College,"380 E. Aten Road,Imperial,CA,92251",32.8290418,-32.8290418,
Independence Community College,"1057 West College Avenue,Independence,KS,67301",37.1964732,-37.1964732,
Indian Hills Community College,"525 Grandview Ave,Ottumwa,IA,52501",41.0457764,-41.0457764,
Indian River State College,"3209 Virginia Ave,Fort Pierce,FL,34981",27.4225457,-27.4225457,
Indiana Institute of Technology,"1600 E Washington Blvd,Fort Wayne,IN,46803",41.077818,-41.077818,
Indiana State University,"210 N 7th St,Terre Haute,IN,47809",39.4683597,-39.4683597,
Indiana University of Pennsylvania-Main Campus,"1011 South Dr 201 Sutton Hall,Indiana,PA,15705",40.6173325,-40.6173325,
Indiana University-Bloomington,"107 South Indiana Ave.,Bloomington,IN,47405",39.166111,-39.166111,
Indiana University-East,"2325 Chester Blvd,Richmond,IN,47374",39.866598,-39.866598,
Indiana University-Kokomo,"2300 S Washington St,Kokomo,IN,46904",40.4594254,-40.4594254,
Indiana University-Northwest,"3400 Broadway,Gary,IN,46408",41.5565044,-41.5565044,
Indiana University-Purdue University-Fort Wayne,"2101 E Coliseum Blvd,Fort Wayne,IN,46805",41.1157605,-41.1157605,
Indiana University-Purdue University-Indianapolis,"425 University Blvd,Indianapolis,IN,46202",39.7737388,-39.7737388,
Indiana University-South Bend,"1700 Mishawaka Ave,South Bend,IN,46634",41.6652955,-41.6652955,
Indiana University-Southeast,"4201 Grant Line Rd,New Albany,IN,47150",38.347053,-38.347053,
Indiana Wesleyan University-Marion,"4201 South Washington Street,Marion,IN,46953",40.5207334,-40.5207334,
Inter American University of Puerto Rico-San German,"Rd. 102 Km. 30.6,San German,PR,683",18.0807082,-18.0807082,
Iona College,"715 North Ave,New Rochelle,NY,10801",40.9271278,-40.9271278,
Iowa Central Community College,"One Triton Circle,Fort Dodge,IA,50501",42.4902957,-42.4902957,
Iowa Lakes Community College,"19 S 7th St,Estherville,IA,51334",43.4013635,-43.4013635,
Iowa State University,"1750 Beardshear Hall,Ames,IA,50011",42.0266573,-42.0266573,
Iowa Wesleyan University,"601 N Main Street,Mount Pleasant,IA,52641",40.9728375,-40.9728375,
Iowa Western Community College,"2700 College Rd,Council Bluffs,IA,51503",41.2725376,-41.2725376,
Irvine Valley College,"5500 Irvine Center Drive,Irvine,CA,92618",33.676084,-33.676084,
Itasca Community College,"1851 Hwy 169 East,Grand Rapids,MN,55744",47.2432395,-47.2432395,
Itawamba Community College,"602 W Hill Street,Fulton,MS,38843",34.2777922,-34.2777922,
Ithaca College,"953 Danby Road,Ithaca,NY,14850",42.4199351,-42.4199351,
Jackson College,"2111 Emmons Rd,Jackson,MI,49201",42.1652785,-42.1652785,
Jackson State Community College,"2046 North Pky,Jackson,TN,38301",35.645096,-35.645096,
Jackson State University,"1400 J R Lynch Street,Jackson,MS,39217",32.2979167,-32.2979167,
Jacksonville College-Main Campus,"105 B J Albritton Dr,Jacksonville,TX,75766",31.9649981,-31.9649981,
Jacksonville State University,"700 Pelham Road North,Jacksonville,AL,36265",33.8218096,-33.8218096,
Jacksonville University,"2800 University Blvd N,Jacksonville,FL,32211",30.3520387,-30.3520387,
James Madison University,"800 South Main Street,Harrisonburg,VA,22807",38.4400229,-38.4400229,
Jamestown Community College,"525 Falconer St,Jamestown,NY,14701",42.115959,-42.115959,
Jarvis Christian College,"PR 7631,Hwy 80 E,Hawkins,TX,75765",32.5891917,-32.5891917,
Jefferson College,"1000 Viking Drive,Hillsboro,MO,63050",38.2593094,-38.2593094,
Jefferson Community College,"1220 Coffeen St,Watertown,NY,13601",43.9924713,-43.9924713,
Jefferson State Community College,"2601 Carson Rd,Birmingham,AL,35215",33.6518095,-33.6518095,
John A Logan College,"700 Logan College Drive,Carterville,IL,62918",37.7460636,-37.7460636,
John Brown University,"2000 W University St,Siloam Springs,AR,72761",36.1890088,-36.1890088,
John C Calhoun State Community College,"6250 U S Highway 31 N,Tanner,AL,35671",34.6493007,-34.6493007,
John Carroll University,"1 John Carroll Boulevard,University Heights,OH,44118",41.4905071,-41.4905071,
John Wood Community College,"1301 S 48th Street,Quincy,IL,62305",39.912622,-39.912622,
Johns Hopkins University,"3400 N Charles St,Baltimore,MD,21218",39.3304957,-39.3304957,
Johnson & Wales University-Charlotte,"801 West Trade Street,Charlotte,NC,28202",35.2329541,-35.2329541,
Johnson & Wales University-Denver,"7150 Montview Blvd,Denver,CO,80220",39.7469815,-39.7469815,
Johnson & Wales University-North Miami,"1701 NE 127th St,North Miami,FL,33181",25.89405,-25.89405,
Johnson & Wales University-Providence,"8 Abbott Park Place,Providence,RI,2903",41.819957,-41.819957,
Johnson C Smith University,"100 Beatties Ford Road,Charlotte,NC,28216",35.243588,-35.243588,
Johnson County Community College,"12345 College Blvd,Overland Park,KS,66210",38.9237863,-38.9237863,
Johnson State College,"337 College Hill,Johnson,VT,5656",44.641575,-44.641575,
Johnson University,"7900 Johnson Dr,Knoxville,TN,37998",35.9386221,-35.9386221,
Johnson University Florida,"1011 Bill Beck Blvd,Kissimmee,FL,34744",28.301658,-28.301658,
Johnston Community College,"245 College Road,Smithfield,NC,27577",35.5019508,-35.5019508,
Joliet Junior College,"1215 Houbolt Rd,Joliet,IL,60431",41.5005349,-41.5005349,
Jones County Junior College,"900 South Court Street,Ellisville,MS,39437",31.5949078,-31.5949078,
Judson College,"302 Bibb St,Marion,AL,36756",32.6299197,-32.6299197,
Judson University,"1151 N State St,Elgin,IL,60123",42.0599279,-42.0599279,
Juniata College,"1700 Moore St,Huntingdon,PA,16652",40.4989319,-40.4989319,
Kalamazoo College,"1200 Academy St,Kalamazoo,MI,49006",42.2900676,-42.2900676,
Kalamazoo Valley Community College,"6767 West O Ave,Kalamazoo,MI,49003",42.2263148,-42.2263148,
Kankakee Community College,"100 College Drive,Kankakee,IL,60901",41.0985076,-41.0985076,
Kansas Christian College,"7401 Metcalf,Overland Park,KS,66204",38.9952185,-38.9952185,
Kansas City Kansas Community College,"7250 State Ave,Kansas City,KS,66112",39.1171336,-39.1171336,
Kansas State University,"919 Mid-Campus Drive, Anderson Hall,Manhattan,KS,66506",39.1886244,-39.1886244,
Kansas Wesleyan University,"100 E. Claflin Ave.,Salina,KS,67401",38.8134816,-38.8134816,
Kaskaskia College,"27210 College Rd,Centralia,IL,62801",38.5633556,-38.5633556,
Kean University,"1000 Morris Avenue,Union,NJ,7083",40.6764579,-40.6764579,
